id,count
0,97.14
1,232.03
2,87.65
4,30.34
5,67.11
10,127.94
11,183.0
12,327.64
15,36.85
17,120.69
18,309.1
23,257.66
25,99.8
26,40.09
31,211.32
39,163.48
40,26.77
41,190.04
42,365.18
43,147.86
51,217.12
52,87.12
54,16.56
60,143.43
61,142.19
62,116.46
63,26.66
65,118.47
66,115.9
68,154.61
71,76.17
80,30.11
82,59.85
94,135.53
98,285.87
101,33.15
102,134.32
107,97.01
112,222.92
113,79.55
115,61.69
116,122.74
120,144.22
121,92.38
122,333.67
132,192.9
143,85.63
147,61.36
150,19.57
151,87.67
152,232.16
153,91.85
155,177.42
156,84.16
159,199.96
161,127.01
163,47.02
177,168.26
186,15.31
188,20.13
190,90.19
191,79.4
192,259.45
195,321.09
200,150.72
209,314.78
210,15.25
211,218.82
214,129.5
215,26.5
218,104.9
219,35.54
222,118.29
225,15.48
228,319.8
236,230.13
241,38.21
242,169.19
243,232.08
245,18.73
247,243.9
251,138.23
252,86.17
253,85.18
254,83.6
258,326.91
260,45.05
261,176.98
265,115.31
266,289.45
267,302.73
269,155.41
270,65.2
275,102.3
278,35.91
279,83.46
286,95.14
287,29.06
288,217.57
289,145.82
293,17.63
294,145.34
297,37.44
302,122.19
303,66.54
304,67.19
307,98.96
309,16.46
311,176.37
312,129.86
314,170.49
315,237.8
319,168.93
322,119.14
323,62.97
325,127.42
327,241.56
330,36.41
332,207.58
333,17.18
338,103.38
341,108.65
345,197.0
348,123.17
349,46.98
350,121.16
352,61.21
355,15.56
356,229.95
358,63.65
363,134.09
369,167.66
371,19.56
372,147.9
375,317.35
380,129.6
388,46.09
391,146.42
392,257.34
393,364.44
394,203.01
396,27.93
401,36.11
407,105.9
409,87.79
410,117.4
416,102.53
418,124.73
420,150.75
421,214.67
422,133.91
424,290.97
428,338.05
429,226.11
431,161.63
435,12.33
439,115.06
441,11.72
447,96.47
449,149.66
451,148.26
452,17.67
454,204.74
458,219.64
463,130.29
467,14.42
470,238.47
471,151.13
474,292.29
478,16.79
483,120.44
484,140.35
485,85.06
486,131.21
491,98.6
494,99.32
495,240.35
497,201.14
499,165.67
515,113.13
518,202.03
521,161.4
525,166.47
529,245.08
532,146.54
534,108.45
540,113.09
544,305.25
547,156.32
549,46.1
563,35.56
564,140.42
567,118.39
572,112.41
577,140.71
578,261.28
585,344.86
588,142.23
589,127.94
590,102.9
592,15.99
594,236.92
596,14.16
598,342.24
599,141.92
605,34.03
606,135.6
607,257.1
608,223.85
609,64.48
610,278.59
611,186.93
614,126.92
615,221.37
616,251.05
617,126.71
618,239.32
624,119.28
629,139.31
631,92.71
633,88.56
637,25.26
638,103.52
643,67.68
644,145.1
645,34.7
646,211.67
648,192.79
650,39.67
651,207.04
652,268.84
656,102.88
657,17.23
659,81.15
660,217.35
662,99.65
665,369.56
675,320.09
681,162.94
682,207.22
685,19.34
686,224.55
689,24.74
696,133.91
