id,count
0,98.7
1,220.11
2,77.91
4,31.1
5,66.02
10,125.37
11,200.88
12,325.07
15,33.39
17,124.97
18,300.35
23,240.82
25,102.12
26,38.13
31,201.35
39,166.57
40,26.97
41,193.61
42,367.01
43,150.03
51,221.15
52,81.01
54,16.5
60,139.3
61,139.33
62,115.79
63,28.55
65,119.79
66,111.68
68,157.84
71,73.34
80,31.56
82,65.72
94,128.24
98,271.17
101,32.35
102,132.77
107,117.45
112,225.25
113,70.58
115,51.13
116,123.0
120,165.09
121,81.92
122,332.59
132,192.6
143,81.53
147,60.34
150,18.78
151,89.29
152,225.98
153,93.83
155,166.53
156,77.89
159,191.92
161,138.57
163,45.53
177,174.83
186,15.16
188,19.89
190,94.02
191,82.41
192,265.75
195,315.23
200,145.58
209,313.75
210,15.59
211,225.47
214,142.53
215,26.15
218,100.39
219,32.32
222,141.29
225,15.23
228,314.72
236,226.45
241,37.7
242,174.12
243,221.06
245,19.08
247,248.93
251,131.84
252,91.47
253,83.71
254,91.36
258,327.77
260,49.23
261,175.65
265,103.84
266,277.66
267,303.11
269,154.33
270,66.32
275,99.31
278,35.98
279,81.15
286,97.66
287,29.99
288,206.6
289,145.4
293,19.33
294,158.15
297,37.12
302,119.02
303,58.87
304,68.18
307,100.26
309,16.91
311,177.24
312,136.11
314,177.73
315,230.4
319,169.48
322,117.73
323,65.72
325,123.09
327,239.1
330,34.86
332,196.88
333,17.94
338,101.74
341,107.04
345,197.76
348,125.42
349,44.97
350,119.67
352,47.96
355,16.08
356,219.53
358,52.92
363,130.65
369,165.18
371,18.51
372,137.89
375,309.68
380,131.68
388,44.43
391,132.79
392,253.52
393,368.28
394,194.84
396,28.06
401,37.41
407,95.59
409,94.06
410,117.38
416,100.92
418,123.45
420,148.61
421,227.3
422,131.16
424,290.25
428,337.36
429,212.51
431,175.58
435,12.9
439,115.64
441,12.46
447,93.68
449,141.16
451,142.88
452,16.14
454,215.38
458,213.99
463,124.74
467,14.74
470,245.05
471,154.86
474,291.71
478,16.48
483,121.46
484,137.07
485,86.84
486,126.59
491,97.6
494,96.77
495,232.33
497,198.28
499,160.44
515,113.4
518,213.98
521,181.92
525,131.99
529,238.34
532,138.1
534,93.85
540,105.99
544,296.14
547,158.84
549,45.15
563,34.4
564,140.14
567,122.82
572,107.97
577,133.42
578,259.65
585,346.12
588,144.67
589,122.51
590,106.21
592,16.75
594,241.83
596,14.13
598,348.75
599,141.99
605,35.65
606,130.42
607,250.19
608,224.24
609,63.11
610,283.93
611,177.67
614,130.62
615,215.5
616,244.48
617,129.51
618,243.38
624,118.62
629,131.28
631,87.28
633,87.24
637,25.81
638,104.55
643,62.83
644,137.59
645,34.26
646,208.18
648,191.02
650,38.64
651,187.3
652,264.62
656,115.66
657,18.06
659,76.91
660,202.95
662,101.28
665,370.93
675,327.93
681,160.42
682,196.34
685,19.23
686,216.06
689,25.2
696,141.01
703,143.49
704,96.94
705,142.69
714,233.41
717,100.05
718,14.87
720,91.3
721,257.83
723,230.33
726,187.82
728,136.73
730,192.91
731,27.94
734,345.98
737,78.59
738,18.86
745,163.69
746,27.35
749,232.64
752,26.52
753,172.99
758,240.47
765,16.56
766,224.13
768,80.94
769,185.18
774,132.25
775,109.37
781,49.3
784,328.86
794,18.31
795,280.51
796,81.09
802,172.26
803,204.15
805,30.21
806,291.19
807,101.81
809,15.95
810,161.65
812,186.08
814,114.56
818,249.97
819,134.1
825,66.16
836,104.49
839,121.95
847,262.91
848,168.88
851,120.87
852,136.26
853,33.29
857,140.94
858,42.39
859,225.39
861,24.52
867,105.88
870,222.2
871,207.57
872,221.2
874,354.58
881,199.63
886,135.64
890,54.88
895,166.48
899,84.22
900,275.99
901,254.31
902,238.45
903,40.86
913,254.49
918,208.42
923,141.13
924,35.49
926,27.92
927,19.41
930,219.77
934,30.1
937,131.22
939,144.7
941,97.61
942,372.82
946,278.23
950,97.92
953,86.7
959,101.55
961,26.98
