id,count
0,98.36
1,219.66
2,79.82
4,28.34
5,68.7
10,120.89
11,180.51
12,323.08
15,35.26
17,119.78
18,305.86
23,254.36
25,92.09
26,40.29
31,210.02
39,178.0
40,26.84
41,167.18
42,356.62
43,149.86
51,221.46
52,84.84
54,16.95
60,146.03
61,140.0
62,111.79
63,28.62
65,117.89
66,113.68
68,147.14
71,74.12
80,29.97
82,59.99
94,132.58
98,282.26
101,31.27
102,136.22
107,100.87
112,249.27
113,70.96
115,62.88
116,122.64
120,149.72
121,85.24
122,336.78
132,187.08
143,92.19
147,58.57
150,20.77
151,88.58
152,229.12
153,90.61
155,147.88
156,79.67
159,198.91
161,114.62
163,45.3
177,164.73
186,15.95
188,18.16
190,94.36
191,82.14
192,255.87
195,307.64
200,144.25
209,316.57
210,14.88
211,219.21
214,120.21
215,25.6
218,100.36
219,32.86
222,120.19
225,15.4
228,310.25
236,235.55
241,36.94
242,188.43
243,244.23
245,18.79
247,246.89
251,129.83
252,86.83
253,84.62
254,91.35
258,312.74
260,46.93
261,162.86
265,115.39
266,278.28
267,292.46
269,148.79
270,61.4
275,99.05
278,35.48
279,82.82
286,99.64
287,29.15
288,229.83
289,144.19
293,17.28
294,130.16
297,33.22
302,121.08
303,62.03
304,70.97
307,96.29
309,17.03
311,178.51
312,116.34
314,181.62
315,234.73
319,167.66
322,115.58
323,60.51
325,131.82
327,242.81
330,36.31
332,202.73
333,16.89
338,102.05
341,111.36
345,181.08
348,124.45
349,45.04
350,117.49
352,61.03
355,16.9
356,238.03
358,65.56
363,132.81
369,171.64
371,20.69
372,146.51
375,299.21
380,127.4
388,44.42
391,140.96
392,250.5
393,367.35
394,202.21
396,27.81
401,37.52
407,108.95
409,87.44
410,113.84
416,116.63
418,123.43
420,153.3
421,226.84
422,130.05
424,296.09
428,330.2
429,220.65
431,152.38
435,10.1
439,113.49
441,11.74
447,96.02
449,144.7
451,140.31
452,15.92
454,211.35
458,231.63
463,126.63
467,14.88
470,216.01
471,149.9
474,283.21
478,16.51
483,122.11
484,141.97
485,87.98
486,129.61
491,97.41
494,102.32
495,234.66
497,212.66
499,160.36
515,112.29
518,224.49
521,154.36
525,170.88
529,238.96
532,148.95
534,112.7
540,114.88
544,297.84
547,155.54
549,44.85
563,37.71
564,146.46
567,124.23
572,111.41
577,128.69
578,274.96
585,333.32
588,146.02
589,126.42
590,105.76
592,17.36
594,192.35
596,15.37
598,344.83
599,143.15
605,34.87
606,130.66
607,242.43
608,218.74
609,61.91
610,282.24
611,172.95
614,133.45
615,228.61
616,250.22
617,123.88
618,245.4
624,120.27
629,134.57
631,93.32
633,92.07
637,24.64
638,103.67
643,72.87
644,138.67
645,35.15
646,210.76
648,196.44
650,37.89
651,200.34
652,270.21
656,104.52
657,17.05
659,76.23
660,218.49
662,98.63
665,377.35
675,323.34
681,156.3
682,214.31
685,19.56
686,228.06
689,24.66
696,125.5
703,150.34
704,97.15
705,115.54
714,233.8
717,101.2
718,15.14
720,86.45
721,256.86
723,241.44
726,180.0
728,144.34
730,196.41
731,27.51
734,337.42
737,67.95
738,18.15
745,169.54
746,26.49
749,230.02
752,25.82
753,158.5
758,237.18
765,17.22
766,223.07
768,87.84
769,185.44
774,139.02
775,110.8
781,52.66
784,325.39
794,17.83
795,281.05
796,84.68
802,149.4
803,221.34
805,35.8
806,286.67
807,98.4
809,16.66
810,159.12
812,191.0
814,119.36
818,247.09
819,142.97
825,68.0
836,116.07
839,120.2
847,259.82
848,162.62
851,120.59
852,134.0
853,30.27
857,140.59
858,43.87
859,229.58
861,21.39
867,106.9
870,205.21
871,210.49
872,224.27
874,357.35
881,212.48
886,133.66
890,66.55
895,168.15
899,86.97
900,273.39
901,251.47
902,246.83
903,39.97
913,261.13
918,194.08
923,111.37
924,38.39
926,26.47
927,18.06
930,222.05
934,34.0
937,124.13
939,146.42
941,92.83
942,366.65
946,270.36
950,97.28
953,84.8
959,101.25
961,27.7
962,103.05
964,81.61
969,185.77
971,149.72
976,40.59
978,246.7
980,237.34
981,151.57
990,361.6
993,18.74
996,20.28
998,327.05
999,169.48
1006,122.04
1008,15.17
1013,31.69
1015,100.82
1016,120.79
1022,303.93
1026,220.16
1028,236.37
1031,74.25
1034,48.48
1037,195.87
1040,62.89
1042,18.71
1046,18.0
1048,97.98
1049,107.81
1050,56.05
1051,228.18
1052,241.11
1055,189.47
1060,159.2
1064,25.8
1066,77.42
1071,98.65
1073,15.62
1089,214.44
1091,95.0
1092,79.17
1093,228.52
1096,315.04
1097,217.36
1098,17.86
1099,38.23
1102,191.57
1107,105.33
1109,41.48
1111,125.88
1112,115.38
1114,306.52
1116,293.04
1117,120.84
1118,79.31
1122,138.92
1124,162.93
1127,116.41
1133,226.15
1134,37.02
1135,130.34
1139,298.51
1143,53.02
1150,119.4
1151,111.44
1153,275.93
1155,26.75
1162,26.56
1163,200.85
1166,20.78
1171,85.64
1172,15.93
1173,260.45
1174,71.62
1177,122.8
1178,144.77
1184,173.54
1185,108.64
1186,119.13
1187,170.34
1188,284.44
1191,137.32
1207,123.69
1213,45.1
1215,127.76
1223,173.97
1227,118.92
1236,59.71
1237,65.25
1238,18.42
1241,28.6
1248,16.25
1250,36.92
1251,163.78
1253,118.68
1255,98.42
1257,169.61
1261,118.37
1262,352.18
1265,131.44
1273,185.34
1277,255.97
1278,112.51
1280,113.6
1284,221.34
1285,329.52
1288,32.4
1295,114.14
1297,364.6
1299,258.7
1304,145.47
1308,42.19
1310,95.43
1311,115.27
1314,95.98
1315,109.97
1318,32.57
1320,321.29
1321,291.96
1322,240.77
1330,119.58
1333,162.07
1334,234.76
1341,118.07
1344,144.44
1351,249.66
1354,104.25
1356,64.56
1363,118.06
1365,202.1
1369,126.47
1373,115.75
1375,112.22
1377,87.07
1379,126.42
1380,280.52
1381,98.92
1384,176.4
1390,189.54
1393,235.33
1395,53.82
1399,331.67
1400,98.75
1401,156.18
1404,176.05
1408,13.73
1409,26.35
1413,221.93
1416,272.39
1418,99.31
1423,100.83
1424,26.33
1425,15.73
1433,258.94
1434,135.22
1436,334.69
1442,243.85
1444,83.5
1445,114.1
1452,239.1
1455,169.34
1462,72.11
1467,85.61
1472,42.34
1475,181.61
1493,111.55
1501,232.04
1503,297.96
1504,218.61
1505,15.44
1511,228.77
1512,56.75
1513,76.76
1514,37.15
1528,262.42
1533,246.04
1534,27.64
1536,156.33
1537,79.89
1539,217.7
1550,212.06
1552,210.9
1554,205.09
1555,363.57
1556,99.68
1559,35.13
1563,254.02
1566,142.94
1567,143.03
1568,27.2
1571,229.75
1572,17.29
1574,55.67
1577,18.16
1583,76.06
1585,30.06
1586,192.49
1587,188.67
1596,153.27
1602,34.89
1604,84.45
1605,33.17
1610,307.83
1611,98.21
1616,31.65
1617,99.44
1618,16.19
1622,44.54
1623,34.57
1628,310.12
1631,16.96
1632,198.06
1633,240.65
1634,322.38
1636,235.52
1637,99.86
1643,117.14
1644,99.86
1646,101.92
1648,212.31
1651,33.99
1656,18.96
1658,142.3
1659,16.8
1665,173.56
1666,142.48
1670,42.46
